|dates|Tuscola_Michigan_UnitedStates.JHU_ConfirmedCases.data|Tuscola_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Tuscola_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Tuscola_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Tuscola_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Tuscola_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|170.0|0|18.0|0|0.0|0
0|2020-05-18|172.0|0|19.0|0|0.0|0
0|2020-05-19|173.0|0|21.0|0|0.0|0
0|2020-05-20|174.0|0|22.0|0|0.0|0
0|2020-05-21|178.0|0|22.0|0|0.0|0
0|2020-05-22|177.0|0|23.0|0|0.0|0
0|2020-05-23|177.0|0|23.0|0|0.0|0
