|dates|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|14.0|0|1.0|0|0.0|0
0|2020-05-15|16.0|0|1.0|0|0.0|0
0|2020-05-16|16.0|0|1.0|0|0.0|0
