|dates|Polk_Iowa_UnitedStates.JHU_ConfirmedCases.data|Polk_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Polk_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2634.0|0|67.0|0|0.0|0
0|2020-05-15|2767.0|0|76.0|0|0.0|0
0|2020-05-16|2767.0|0|76.0|0|0.0|0
