|dates|DeKalb_Illinois_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Illinois_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|217.0|0|2.0|0|0.0|0
0|2020-05-15|229.0|0|2.0|0|0.0|0
0|2020-05-16|229.0|0|2.0|0|0.0|0
