|dates|Washington_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Washington_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Washington_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Washington_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|26.0|0|3.0|0|0.0|0
0|2020-05-15|26.0|0|3.0|0|0.0|0
0|2020-05-16|26.0|0|3.0|0|0.0|0
