|dates|Wright_Iowa_UnitedStates.JHU_ConfirmedCases.data|Wright_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Wright_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Wright_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Wright_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Wright_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|14.0|0|0.0|0|0.0|0
0|2020-05-18|20.0|0|0.0|0|0.0|0
0|2020-05-19|24.0|0|0.0|0|0.0|0
0|2020-05-20|45.0|0|0.0|0|0.0|0
0|2020-05-21|73.0|0|0.0|0|0.0|0
0|2020-05-22|85.0|0|0.0|0|0.0|0
0|2020-05-23|85.0|0|0.0|0|0.0|0
