|dates|Preble_Ohio_UnitedStates.JHU_ConfirmedCases.data|Preble_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Preble_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Preble_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Preble_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Preble_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|31.0|0|1.0|0|0.0|0
0|2020-05-25|30.0|0|1.0|0|0.0|0
0|2020-05-26|30.0|0|1.0|0|0.0|0
