|dates|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedCases.data|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedCases.missing|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|86.0|0|1.0|0|0.0|0
0|2020-05-18|87.0|0|1.0|0|0.0|0
0|2020-05-19|90.0|0|1.0|0|0.0|0
0|2020-05-20|92.0|0|2.0|0|0.0|0
0|2020-05-21|92.0|0|2.0|0|0.0|0
0|2020-05-22|96.0|0|2.0|0|0.0|0
0|2020-05-23|96.0|0|2.0|0|0.0|0
