|dates|Talbot_Georgia_UnitedStates.JHU_ConfirmedCases.data|Talbot_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Talbot_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Talbot_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Talbot_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Talbot_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|38.0|0|1.0|0|0.0|0
0|2020-05-28|38.0|0|1.0|0|0.0|0
0|2020-05-29|38.0|0|1.0|0|0.0|0
0|2020-05-30|38.0|0|1.0|0|0.0|0
