|dates|Perry_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Perry_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|49.0|0|2.0|0|0.0|0
0|2020-05-28|49.0|0|2.0|0|0.0|0
0|2020-05-29|49.0|0|2.0|0|0.0|0
0|2020-05-30|49.0|0|2.0|0|0.0|0
