|dates|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|60.0|0|4.0|0|0.0|0
0|2020-05-25|60.0|0|4.0|0|0.0|0
0|2020-05-26|60.0|0|4.0|0|0.0|0
