|dates|Lincoln_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Lincoln_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5.0|0|0.0|0|0.0|0
0|2020-05-18|5.0|0|0.0|0|0.0|0
0|2020-05-19|5.0|0|0.0|0|0.0|0
0|2020-05-20|5.0|0|0.0|0|0.0|0
0|2020-05-21|5.0|0|0.0|0|0.0|0
0|2020-05-22|5.0|0|0.0|0|0.0|0
0|2020-05-23|5.0|0|0.0|0|0.0|0
