|dates|Boone_Indiana_UnitedStates.JHU_ConfirmedCases.data|Boone_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Boone_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|249.0|0|31.0|0|0.0|0
0|2020-05-15|252.0|0|31.0|0|0.0|0
0|2020-05-16|252.0|0|31.0|0|0.0|0
