|dates|Fentress_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Fentress_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Fentress_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Fentress_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Fentress_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Fentress_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|12.0|0|0.0|0|0.0|0
0|2020-05-28|12.0|0|0.0|0|0.0|0
0|2020-05-29|12.0|0|0.0|0|0.0|0
0|2020-05-30|12.0|0|0.0|0|0.0|0
