|dates|Dearborn_Indiana_UnitedStates.JHU_ConfirmedCases.data|Dearborn_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Dearborn_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Dearborn_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Dearborn_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Dearborn_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|164.0|0|21.0|0|0.0|0
0|2020-05-28|164.0|0|21.0|0|0.0|0
0|2020-05-29|164.0|0|21.0|0|0.0|0
0|2020-05-30|164.0|0|21.0|0|0.0|0
