|dates|Coffee_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Coffee_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Coffee_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Coffee_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Coffee_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Coffee_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|57.0|0|0.0|0|0.0|0
0|2020-05-15|60.0|0|0.0|0|0.0|0
0|2020-05-16|60.0|0|0.0|0|0.0|0
