|dates|Lake_Ohio_UnitedStates.JHU_ConfirmedCases.data|Lake_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Lake_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|224.0|0|8.0|0|0.0|0
0|2020-05-18|226.0|0|9.0|0|0.0|0
0|2020-05-19|231.0|0|9.0|0|0.0|0
0|2020-05-20|235.0|0|9.0|0|0.0|0
0|2020-05-21|246.0|0|11.0|0|0.0|0
0|2020-05-22|252.0|0|11.0|0|0.0|0
0|2020-05-23|252.0|0|11.0|0|0.0|0
