|dates|LaPaz_Arizona_UnitedStates.JHU_ConfirmedCases.data|LaPaz_Arizona_UnitedStates.JHU_ConfirmedCases.missing|LaPaz_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|LaPaz_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|LaPaz_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|LaPaz_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|54.0|0|1.0|0|0.0|0
0|2020-05-28|54.0|0|1.0|0|0.0|0
0|2020-05-29|54.0|0|1.0|0|0.0|0
0|2020-05-30|54.0|0|1.0|0|0.0|0
