|dates|Lake_Oregon_UnitedStates.JHU_ConfirmedCases.data|Lake_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Lake_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2839.0|0|113.0|0|0.0|0
0|2020-05-28|2839.0|0|113.0|0|0.0|0
0|2020-05-29|2839.0|0|113.0|0|0.0|0
0|2020-05-30|2839.0|0|113.0|0|0.0|0
