|dates|Norfolk_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Norfolk_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Norfolk_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Norfolk_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Norfolk_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Norfolk_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|7812.0|0|782.0|0|0.0|0
0|2020-05-25|7844.0|0|784.0|0|0.0|0
0|2020-05-26|7844.0|0|784.0|0|0.0|0
