|dates|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|32.0|0|2.0|0|0.0|0
0|2020-05-28|32.0|0|2.0|0|0.0|0
0|2020-05-29|32.0|0|2.0|0|0.0|0
0|2020-05-30|32.0|0|2.0|0|0.0|0
