|dates|Meigs_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Meigs_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Meigs_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Meigs_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Meigs_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Meigs_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|22.0|0|0.0|0|0.0|0
0|2020-05-15|22.0|0|0.0|0|0.0|0
0|2020-05-16|22.0|0|0.0|0|0.0|0
