|dates|Hale_Texas_UnitedStates.JHU_ConfirmedCases.data|Hale_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hale_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hale_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hale_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hale_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|44.0|0|4.0|0|0.0|0
0|2020-05-18|44.0|0|4.0|0|0.0|0
0|2020-05-19|49.0|0|4.0|0|0.0|0
0|2020-05-20|49.0|0|4.0|0|0.0|0
0|2020-05-21|50.0|0|4.0|0|0.0|0
0|2020-05-22|50.0|0|4.0|0|0.0|0
0|2020-05-23|50.0|0|4.0|0|0.0|0
