|dates|Forsyth_Georgia_UnitedStates.JHU_ConfirmedCases.data|Forsyth_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Forsyth_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Forsyth_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Forsyth_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Forsyth_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|399.0|0|11.0|0|0.0|0
0|2020-05-18|405.0|0|11.0|0|0.0|0
0|2020-05-19|412.0|0|11.0|0|0.0|0
0|2020-05-20|434.0|0|11.0|0|0.0|0
0|2020-05-21|443.0|0|12.0|0|0.0|0
0|2020-05-22|444.0|0|12.0|0|0.0|0
0|2020-05-23|444.0|0|12.0|0|0.0|0
