|dates|Beaufort_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Beaufort_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Beaufort_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Beaufort_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Beaufort_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Beaufort_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|36.0|0|0.0|0|0.0|0
0|2020-05-28|36.0|0|0.0|0|0.0|0
0|2020-05-29|36.0|0|0.0|0|0.0|0
0|2020-05-30|36.0|0|0.0|0|0.0|0
