|dates|Baldwin_Georgia_UnitedStates.JHU_ConfirmedCases.data|Baldwin_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Baldwin_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Baldwin_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Baldwin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Baldwin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|331.0|0|24.0|0|0.0|0
0|2020-05-25|330.0|0|25.0|0|0.0|0
0|2020-05-26|330.0|0|25.0|0|0.0|0
