|dates|Morgan_Alabama_UnitedStates.JHU_ConfirmedCases.data|Morgan_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|211.0|0|1.0|0|0.0|0
0|2020-05-28|211.0|0|1.0|0|0.0|0
0|2020-05-29|211.0|0|1.0|0|0.0|0
0|2020-05-30|211.0|0|1.0|0|0.0|0
