|dates|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|342.0|0|1.0|0|0.0|0
0|2020-05-18|349.0|0|1.0|0|0.0|0
0|2020-05-19|366.0|0|1.0|0|0.0|0
0|2020-05-20|382.0|0|2.0|0|0.0|0
0|2020-05-21|404.0|0|2.0|0|0.0|0
0|2020-05-22|419.0|0|2.0|0|0.0|0
0|2020-05-23|419.0|0|2.0|0|0.0|0
