|dates|Ouray_Colorado_UnitedStates.JHU_ConfirmedCases.data|Ouray_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Ouray_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Ouray_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Ouray_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Ouray_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|1.0|0|0.0|0
0|2020-05-25|8.0|0|1.0|0|0.0|0
0|2020-05-26|8.0|0|1.0|0|0.0|0
