|dates|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|61.0|0|0.0|0|0.0|0
0|2020-05-18|61.0|0|0.0|0|0.0|0
0|2020-05-19|63.0|0|0.0|0|0.0|0
0|2020-05-20|67.0|0|0.0|0|0.0|0
0|2020-05-21|73.0|0|0.0|0|0.0|0
0|2020-05-22|76.0|0|0.0|0|0.0|0
0|2020-05-23|76.0|0|0.0|0|0.0|0
