|dates|Adams_Ohio_UnitedStates.JHU_ConfirmedCases.data|Adams_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Adams_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|1.0|0|0.0|0
0|2020-05-25|8.0|0|1.0|0|0.0|0
0|2020-05-26|8.0|0|1.0|0|0.0|0
