|dates|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Waupaca_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|17.0|0|1.0|0|0.0|0
0|2020-05-18|17.0|0|1.0|0|0.0|0
0|2020-05-19|19.0|0|1.0|0|0.0|0
0|2020-05-20|19.0|0|1.0|0|0.0|0
0|2020-05-21|19.0|0|1.0|0|0.0|0
0|2020-05-22|20.0|0|1.0|0|0.0|0
0|2020-05-23|20.0|0|1.0|0|0.0|0
