|dates|Morgan_Georgia_UnitedStates.JHU_ConfirmedCases.data|Morgan_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|37.0|0|0.0|0|0.0|0
0|2020-05-28|37.0|0|0.0|0|0.0|0
0|2020-05-29|37.0|0|0.0|0|0.0|0
0|2020-05-30|37.0|0|0.0|0|0.0|0
