|dates|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2958.0|0|203.0|0|0.0|0
0|2020-05-28|2958.0|0|203.0|0|0.0|0
0|2020-05-29|2958.0|0|203.0|0|0.0|0
0|2020-05-30|2958.0|0|203.0|0|0.0|0
