|dates|Cocke_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Cocke_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Cocke_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Cocke_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Cocke_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Cocke_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|20.0|0|0.0|0|0.0|0
0|2020-05-28|20.0|0|0.0|0|0.0|0
0|2020-05-29|20.0|0|0.0|0|0.0|0
0|2020-05-30|20.0|0|0.0|0|0.0|0
