|dates|Williams_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Williams_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Williams_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Williams_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Williams_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Williams_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|24.0|0|0.0|0|0.0|0
0|2020-05-28|24.0|0|0.0|0|0.0|0
0|2020-05-29|24.0|0|0.0|0|0.0|0
0|2020-05-30|24.0|0|0.0|0|0.0|0
