|dates|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|229.0|0|17.0|0|0.0|0
0|2020-05-15|238.0|0|18.0|0|0.0|0
0|2020-05-16|238.0|0|18.0|0|0.0|0
