|dates|Neshoba_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Neshoba_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Neshoba_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Neshoba_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Neshoba_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Neshoba_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|565.0|0|34.0|0|0.0|0
0|2020-05-28|565.0|0|34.0|0|0.0|0
0|2020-05-29|565.0|0|34.0|0|0.0|0
0|2020-05-30|565.0|0|34.0|0|0.0|0
