|dates|Dakota_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Dakota_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Dakota_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Dakota_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Dakota_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Dakota_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1059.0|0|35.0|0|0.0|0
0|2020-05-25|1102.0|0|35.0|0|0.0|0
0|2020-05-26|1102.0|0|35.0|0|0.0|0
