|dates|Coryell_Texas_UnitedStates.JHU_ConfirmedCases.data|Coryell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Coryell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Coryell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Coryell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Coryell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|226.0|0|2.0|0|0.0|0
0|2020-05-25|226.0|0|2.0|0|0.0|0
0|2020-05-26|226.0|0|2.0|0|0.0|0
