|dates|Fayette_Illinois_UnitedStates.JHU_ConfirmedCases.data|Fayette_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|20.0|0|3.0|0|0.0|0
0|2020-05-28|20.0|0|3.0|0|0.0|0
0|2020-05-29|20.0|0|3.0|0|0.0|0
0|2020-05-30|20.0|0|3.0|0|0.0|0
