|dates|JeffDavis_Georgia_UnitedStates.JHU_ConfirmedCases.data|JeffDavis_Georgia_UnitedStates.JHU_ConfirmedCases.missing|JeffDavis_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|JeffDavis_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|JeffDavis_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|JeffDavis_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|24.0|0|1.0|0|0.0|0
0|2020-05-15|24.0|0|1.0|0|0.0|0
0|2020-05-16|24.0|0|1.0|0|0.0|0
