|dates|Sumter_Georgia_UnitedStates.JHU_ConfirmedCases.data|Sumter_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Sumter_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|412.0|0|38.0|0|0.0|0
0|2020-05-15|413.0|0|38.0|0|0.0|0
0|2020-05-16|413.0|0|38.0|0|0.0|0
