|dates|Clinton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Clinton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Clinton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|50.0|0|1.0|0|0.0|0
0|2020-05-25|51.0|0|1.0|0|0.0|0
0|2020-05-26|51.0|0|1.0|0|0.0|0
