|dates|WallaWalla_Washington_UnitedStates.JHU_ConfirmedCases.data|WallaWalla_Washington_UnitedStates.JHU_ConfirmedCases.missing|WallaWalla_Washington_UnitedStates.JHU_ConfirmedDeaths.data|WallaWalla_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|WallaWalla_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|WallaWalla_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|108.0|0|2.0|0|0.0|0
0|2020-05-18|108.0|0|2.0|0|0.0|0
0|2020-05-19|107.0|0|2.0|0|0.0|0
0|2020-05-20|107.0|0|2.0|0|0.0|0
0|2020-05-21|107.0|0|2.0|0|0.0|0
0|2020-05-22|107.0|0|2.0|0|0.0|0
0|2020-05-23|107.0|0|2.0|0|0.0|0
