|dates|Smith_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Smith_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Smith_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Smith_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Smith_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Smith_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|133.0|0|11.0|0|0.0|0
0|2020-05-28|133.0|0|11.0|0|0.0|0
0|2020-05-29|133.0|0|11.0|0|0.0|0
0|2020-05-30|133.0|0|11.0|0|0.0|0
