|dates|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|16.0|0|0.0|0|0.0|0
0|2020-05-18|16.0|0|0.0|0|0.0|0
0|2020-05-19|16.0|0|0.0|0|0.0|0
0|2020-05-20|17.0|0|0.0|0|0.0|0
0|2020-05-21|17.0|0|0.0|0|0.0|0
0|2020-05-22|17.0|0|0.0|0|0.0|0
0|2020-05-23|17.0|0|0.0|0|0.0|0
