|dates|Crawford_Michigan_UnitedStates.JHU_ConfirmedCases.data|Crawford_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|58.0|0|5.0|0|0.0|0
0|2020-05-28|58.0|0|5.0|0|0.0|0
0|2020-05-29|58.0|0|5.0|0|0.0|0
0|2020-05-30|58.0|0|5.0|0|0.0|0
