|dates|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|3525.0|0|83.0|0|0.0|0
0|2020-05-28|3525.0|0|83.0|0|0.0|0
0|2020-05-29|3525.0|0|83.0|0|0.0|0
0|2020-05-30|3525.0|0|83.0|0|0.0|0
