|dates|Vermilion_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Vermilion_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Vermilion_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Vermilion_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Vermilion_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Vermilion_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|53.0|0|3.0|0|0.0|0
0|2020-05-28|53.0|0|3.0|0|0.0|0
0|2020-05-29|53.0|0|3.0|0|0.0|0
0|2020-05-30|53.0|0|3.0|0|0.0|0
