|dates|Iberia_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Iberia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Iberia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|388.0|0|36.0|0|0.0|0
0|2020-05-25|392.0|0|37.0|0|0.0|0
0|2020-05-26|392.0|0|37.0|0|0.0|0
