|dates|Bee_Texas_UnitedStates.JHU_ConfirmedCases.data|Bee_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bee_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bee_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bee_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bee_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|9.0|0|0.0|0|0.0|0
0|2020-05-25|9.0|0|0.0|0|0.0|0
0|2020-05-26|9.0|0|0.0|0|0.0|0
