|dates|Coffee_Alabama_UnitedStates.JHU_ConfirmedCases.data|Coffee_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Coffee_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Coffee_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Coffee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Coffee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|200.0|0|1.0|0|0.0|0
0|2020-05-25|206.0|0|1.0|0|0.0|0
0|2020-05-26|206.0|0|1.0|0|0.0|0
