|dates|Allegany_Maryland_UnitedStates.JHU_ConfirmedCases.data|Allegany_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Allegany_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Allegany_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Allegany_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Allegany_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|161.0|0|13.0|0|0.0|0
0|2020-05-18|164.0|0|14.0|0|0.0|0
0|2020-05-19|166.0|0|14.0|0|0.0|0
0|2020-05-20|166.0|0|14.0|0|0.0|0
0|2020-05-21|166.0|0|14.0|0|0.0|0
0|2020-05-22|168.0|0|14.0|0|0.0|0
0|2020-05-23|168.0|0|14.0|0|0.0|0
