|dates|Spencer_Indiana_UnitedStates.JHU_ConfirmedCases.data|Spencer_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Spencer_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Spencer_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Spencer_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Spencer_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|1.0|0|0.0|0
0|2020-05-15|7.0|0|1.0|0|0.0|0
0|2020-05-16|7.0|0|1.0|0|0.0|0
