|dates|Bowman_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Bowman_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Bowman_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Bowman_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Bowman_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Bowman_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
