|dates|Wagoner_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Wagoner_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Wagoner_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Wagoner_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Wagoner_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Wagoner_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|150.0|0|17.0|0|0.0|0
0|2020-05-28|150.0|0|17.0|0|0.0|0
0|2020-05-29|150.0|0|17.0|0|0.0|0
0|2020-05-30|150.0|0|17.0|0|0.0|0
