|dates|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|58.0|0|1.0|0|0.0|0
0|2020-05-28|58.0|0|1.0|0|0.0|0
0|2020-05-29|58.0|0|1.0|0|0.0|0
0|2020-05-30|58.0|0|1.0|0|0.0|0
