|dates|Randall_Texas_UnitedStates.JHU_ConfirmedCases.data|Randall_Texas_UnitedStates.JHU_ConfirmedCases.missing|Randall_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Randall_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Randall_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Randall_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|648.0|0|6.0|0|0.0|0
0|2020-05-25|648.0|0|6.0|0|0.0|0
0|2020-05-26|648.0|0|6.0|0|0.0|0
