|dates|Polk_Iowa_UnitedStates.JHU_ConfirmedCases.data|Polk_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Polk_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2922.0|0|79.0|0|0.0|0
0|2020-05-18|3001.0|0|81.0|0|0.0|0
0|2020-05-19|3128.0|0|83.0|0|0.0|0
0|2020-05-20|3230.0|0|86.0|0|0.0|0
0|2020-05-21|3381.0|0|91.0|0|0.0|0
0|2020-05-22|3518.0|0|92.0|0|0.0|0
0|2020-05-23|3518.0|0|92.0|0|0.0|0
