|dates|Alpine_California_UnitedStates.JHU_ConfirmedCases.data|Alpine_California_UnitedStates.JHU_ConfirmedCases.missing|Alpine_California_UnitedStates.JHU_ConfirmedDeaths.data|Alpine_California_UnitedStates.JHU_ConfirmedDeaths.missing|Alpine_California_UnitedStates.JHU_ConfirmedRecoveries.data|Alpine_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2.0|0|0.0|0|0.0|0
0|2020-05-28|2.0|0|0.0|0|0.0|0
0|2020-05-29|2.0|0|0.0|0|0.0|0
0|2020-05-30|2.0|0|0.0|0|0.0|0
