|dates|Harrison_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Harrison_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|245.0|0|7.0|0|0.0|0
0|2020-05-28|245.0|0|7.0|0|0.0|0
0|2020-05-29|245.0|0|7.0|0|0.0|0
0|2020-05-30|245.0|0|7.0|0|0.0|0
