|dates|Bienville_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Bienville_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Bienville_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Bienville_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Bienville_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Bienville_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|83.0|0|20.0|0|0.0|0
0|2020-05-18|84.0|0|20.0|0|0.0|0
0|2020-05-19|84.0|0|20.0|0|0.0|0
0|2020-05-20|84.0|0|20.0|0|0.0|0
0|2020-05-21|114.0|0|21.0|0|0.0|0
0|2020-05-22|136.0|0|21.0|0|0.0|0
0|2020-05-23|136.0|0|21.0|0|0.0|0
