|dates|Marion_Ohio_UnitedStates.JHU_ConfirmedCases.data|Marion_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Marion_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2628.0|0|23.0|0|0.0|0
0|2020-05-28|2628.0|0|23.0|0|0.0|0
0|2020-05-29|2628.0|0|23.0|0|0.0|0
0|2020-05-30|2628.0|0|23.0|0|0.0|0
